"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
405,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
406,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
407,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
408,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
409,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
410,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
411,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
412,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
413,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
414,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
415,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
416,"Brighton","Everton","Bournemouth","Liverpool","Watford","Crystal Palace","Chelsea","Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
417,NA,NA,NA,NA,NA,NA,NA,"Stoke","Burnley","West Brom","Arsenal","Leicester","Huddersfield","Southampton","West Ham","Man Utd","Swansea","Tottenham","Bournemouth","Newcastle","Crystal Palace","Watford","Liverpool","Newcastle","West Brom","Burnley","Leicester","Arsenal","Chelsea"
418,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
419,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
420,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
421,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
422,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
423,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
424,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
425,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
426,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
427,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
428,"Leicester","Stoke","Liverpool","Bournemouth","Chelsea","West Brom","Brighton","Watford","Everton","Swansea","Man City","Tottenham","Burnley","Huddersfield","Man Utd","Southampton","West Ham","Newcastle","Liverpool","Crystal Palace","West Brom","Chelsea","Bournemouth","Crystal Palace","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
429,"West Ham","Swansea","Leicester","Stoke","Everton","Southampton","Crystal Palace","Liverpool","Huddersfield","Tottenham","Chelsea","Newcastle","Brighton","Watford","Arsenal","Man City","Bournemouth","West Brom","Leicester","Burnley","Southampton","Everton","Stoke","Burnley","Tottenham","Huddersfield","Newcastle","Chelsea","Crystal Palace"
430,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
431,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
432,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
433,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
434,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
435,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
436,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
437,"Burnley","Tottenham","Everton","Leicester","Arsenal","Stoke","Man City","Crystal Palace","Watford","Bournemouth","Man Utd","West Brom","Liverpool","Swansea","Newcastle","West Ham","Huddersfield","Southampton","Everton","Brighton","Stoke","Arsenal","Leicester","Brighton","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
438,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
439,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
440,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
441,NA,NA,"West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
442,"Tottenham","Huddersfield","West Ham","Swansea","Stoke","Brighton","Liverpool","Southampton","Crystal Palace","Burnley","Bournemouth","Man Utd","Watford","West Brom","Chelsea","Leicester","Everton","Arsenal","West Ham","Man City","Brighton","Stoke","Swansea","Man City","Burnley","Crystal Palace","Man Utd","Bournemouth","Liverpool"
443,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
444,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
445,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
446,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
447,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
448,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
449,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
450,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
451,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
452,"Swansea","West Ham","Huddersfield","Watford","Crystal Palace","Man Utd","Stoke","Newcastle","West Brom","Brighton","Burnley","Liverpool","Everton","Man City","Bournemouth","Arsenal","Leicester","Chelsea","Huddersfield","Tottenham","Man Utd","Crystal Palace","Watford","Tottenham","Brighton","West Brom","Liverpool","Burnley","Stoke"
453,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
454,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
455,"Everton","Arsenal","West Brom","Man Utd","Newcastle","Chelsea","Southampton","Man City","Bournemouth","Watford","Leicester","Brighton","Crystal Palace","Liverpool","Swansea","Tottenham","Burnley","West Ham","West Brom","Huddersfield","Chelsea","Newcastle","Man Utd","Huddersfield","Watford","Bournemouth","Brighton","Leicester","Southampton"
