FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Pape,Souare,DEF,CRY,4500000,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1577,0,0,0,0,0,9,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Harry,Souttar,DEF,STK,4000000,0,0,0,0,0,0,8287,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10499,0,0,0,0,0,3,0,0,0,Liverpool,Crystal Palace,Swansea,,,0,0,0,0
Julian,Speroni,GLK,CRY,4000000,0,36,1.02857142857143,2.57142857142857E-07,9E-06,0,228749,0,14,0,30,0,0,0,9,1246,0,0,36,0,0,0,0,3,0,2,0,0,3,293328,0,0,0,1,990,192,0,0,175,Leicester,Stoke,West Brom,,,0.5,0.5,0.5,21.3
Konstantinos,Stafylidis,DEF,STK,4300000,0,6,1.2,2.7906976744186E-07,1.3953488372093E-06,0,759,0,6,0,0,0,0,0,1.4,15,-2,0,6,2,0,0,0,0,0,0,0,0,0,989,0,0,0,0,334,5,0,0,38,Liverpool,Crystal Palace,Swansea,,,0,0,0,11
Junior,Stanislas,MID,BOU,5700000,0,75,3.9,6.84210526315789E-07,1.31578947368421E-05,0,164430,1,22,0,0,0,5,0,13.2,841,-3,1,75,3,0.1,0,0.3,7,0,2,0,3,0.4,175788,0,0,0,3,1285,5,-1,0,285,Southampton,Swansea,Burnley,,,0,0,0,125.1
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,0,0,0,0,0,11586,0,0,0,0,0,0,0,0,178,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,16632,0,0,0,0,0,329,0,0,0,Everton,Man City,Chelsea,Arsenal,,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4200000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,28,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,2590,0,0,0,0,0,15,0,0,0,Huddersfield,Southampton,West Ham,,,0,0,0,0
Dale,Stephens,MID,BHA,4500000,0,78,2.4,5.33333333333333E-07,1.73333333333333E-05,0,192072,5,43,0,0,0,0,0,17.3,556,0,0,78,0,0.3,0,1.3,2,0,8,0,3,1.2,222549,0,0,0,0,2880,254,0,0,496,Burnley,Man Utd,Man City,Liverpool,,1.5,2.9,1.2,100.2
Jack,Stephens,DEF,SOU,4500000,0,50,2.5,5.55555555555556E-07,1.11111111111111E-05,0,98265,6,32,0,0,0,2,0,11.1,357,-5,0,50,5,-0.1,0,-0.5,2,0,4,0,0,0.5,78298,0,0,0,1,1800,240,0,1,321,Bournemouth,Everton,Swansea,Man City,,2,3.4,2,66.4
Dujon,Sterling,DEF,CHE,4500000,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,16,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0
Kazaiah,Sterling,FWD,TOT,4500000,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,419,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0
Raheem,Sterling,MID,MCI,9000000,11,211,7,7.77777777777778E-07,2.34444444444444E-05,0,2766681,3,22,0,0,0,18,0,23.7,4134,10,-1,211,-10,0.9,0,8,18,0,11,0,14,23.6,3764837,0,0,0,6,2314,37031,1,1,664,West Ham,Huddersfield,Brighton,Southampton,,8.4,19.9,8.9,303.2
,Steve Cook,DEF,BOU,4600000,0,72,2.3,5E-07,1.56521739130435E-05,0,123786,5,50,0,0,0,2,0,15.7,372,-4,0,72,4,0.4,0,1.8,7,0,4,0,1,1.1,136053,1,0,0,2,2494,153,0,0,445,Southampton,Swansea,Burnley,,,2,2.1,1.7,109.6
Carl,Stewart,MID,WAT,4500000,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,3,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
John,Stones,DEF,MCI,5300000,0,55,3.4,6.41509433962264E-07,1.0377358490566E-05,0,783601,0,11,0,0,0,0,0,10.4,495,-2,0,55,2,0,0,0,2,0,7,0,0,3.1,622164,0,0,0,0,1139,18,0,0,280,West Ham,Huddersfield,Brighton,Southampton,,0,0,0,36.5
Daniel,Sturridge,FWD,WBA,7900000,0,30,0.857142857142857,1.08499095840868E-07,3.79746835443038E-06,0,94315,0,7,0,0,0,2,0,3.8,47,-1,0,30,1,0,0,0.3,0,0,3,0,1,0.6,78237,0,0,0,0,508,29,0,0,123,Newcastle,Tottenham,Crystal Palace,,,0.4,0.4,0.4,61.5
Isaac,Success,MID,WAT,5300000,0,0,0,0,0,0,3079,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,Tottenham,Newcastle,Man Utd,,,0,0,0,0
Andrew,Surman,MID,BOU,4300000,0,71,2.02857142857143,4.71760797342193E-07,1.65116279069767E-05,0,725282,2,28,0,0,0,2,0,16.5,868,-2,1,71,2,0.2,0,1,7,0,4,0,4,3.2,802739,0,0,0,1,1653,288,-1,0,319,Southampton,Swansea,Burnley,,,1.3,1.7,1.3,70.3
Markus,Suttner,DEF,BHA,4200000,0,38,1.11764705882353,2.66106442577031E-07,9.04761904761905E-06,0,82787,0,18,0,0,0,0,0,9,99,-3,0,38,3,0,0,0,3,0,4,0,0,0.4,60084,0,0,0,1,1178,20,0,0,204,Burnley,Man Utd,Man City,Liverpool,,0.6,1.3,0.6,30.8
Dusan,Tadic,MID,SOU,6200000,0,99,3.1,5E-07,1.59677419354839E-05,0,307430,4,41,0,0,0,4,0,16,460,-3,0,99,3,0.6,0,3.8,7,0,8,0,3,1.7,212753,0,0,0,1,2464,2314,0,0,386,Bournemouth,Everton,Swansea,Man City,,3.1,5.5,1.8,187.5
Matt,Targett,DEF,SOU,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,7544,0,6,0,0,0,0,0,0.5,1,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1585,0,0,0,0,166,0,0,0,35,Bournemouth,Everton,Swansea,Man City,,0,0,0,8.1
James,Tarkowski,DEF,BUR,4600000,6,94,3.4,7.39130434782609E-07,2.04347826086957E-05,0,547604,4,23,0,0,0,0,0,20.4,3430,1,0,94,-1,0.5,0,2.4,3,0,10,0,1,5,807353,0,0,0,0,2520,4954,0,0,483,Brighton,Arsenal,Bournemouth,,,4.3,2.7,3.2,105.4
Charlie,Taylor,DEF,BUR,4200000,0,23,0.657142857142857,1.56462585034014E-07,5.47619047619048E-06,0,56489,3,12,0,0,0,0,0,5.5,425,-3,0,23,3,0,0,0,0,0,2,0,0,0.5,64168,0,0,0,0,949,40,0,0,132,Brighton,Arsenal,Bournemouth,,,0.3,0.3,0.3,27.5
Kyle,Taylor,MID,BOU,4500000,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,4,0,0,0,Southampton,Swansea,Burnley,,,0,0,0,0
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,13187,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.4,18265,0,0,0,0,0,15,0,0,0,Bournemouth,Everton,Swansea,Man City,,0,0,0,0
George,Thomas,MID,LEI,4500000,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,11,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0,0,0,0
James,Tomkins,DEF,CRY,4300000,6,87,3.5,8.13953488372093E-07,2.02325581395349E-05,0,172169,6,31,0,0,0,3,0,20.2,2057,-2,0,87,2,0.8,0,3.5,9,0,7,0,0,3.6,303327,0,0,0,2,2116,7836,0,0,459,Leicester,Stoke,West Brom,,,3.5,3.7,3.8,93.5
Fikayo,Tomori,DEF,CHE,4500000,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0,0,0,0
Cenk,Tosun,FWD,EVE,6800000,2,44,1.25714285714286,1.84873949579832E-07,6.47058823529412E-06,0,173614,0,11,0,0,0,4,0,6.5,7662,-7,0,44,7,0.3,0,2,8,0,3,0,0,2.5,317318,0,0,0,2,763,1114,0,0,148,Huddersfield,Southampton,West Ham,,,0.6,0.9,0.6,61.3
Andros,Townsend,MID,CRY,5600000,3,110,3.3,5.89285714285714E-07,1.96428571428571E-05,0,195700,3,47,0,0,0,2,0,19.6,1323,-4,0,110,4,0.5,0,3,7,0,7,0,8,1.4,142735,0,0,0,0,2864,933,0,0,512,Leicester,Stoke,West Brom,,,3.2,2.8,3.7,204
Kieran,Trippier,DEF,TOT,5200000,0,93,4.4,8.46153846153846E-07,1.78846153846154E-05,0,882076,1,20,0,0,0,0,0,17.9,1611,-3,0,93,3,0.2,0,0.8,15,0,7,0,6,4.4,913286,0,0,0,4,1650,2719,0,0,454,Watford,West Brom,Newcastle,Leicester,,6.3,9.3,5,93.8
Nathan,Trott,GLK,WHU,4000000,0,0,0,0,0,0,4341,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12388,0,0,0,0,0,73,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Axel,Tuanzebe,DEF,MUN,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,136615,0,0,0,0,0,0,0,0.3,213,-1,0,1,1,0,0,0,0,0,0,0,0,1.2,110979,0,0,0,0,1,18,0,0,3,Arsenal,Brighton,West Ham,Watford,,0,0,0,0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0,0,0,0,43390,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0.6,79605,0,0,0,0,0,401,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
Josh,Tymon,DEF,STK,4400000,0,0,0,0,0,0,1405,0,9,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,736,0,0,0,0,162,0,0,0,18,Liverpool,Crystal Palace,Swansea,,,0,0,0,2.5
Leonardo,Ulloa,FWD,BHA,4800000,0,11,0.323529411764706,6.74019607843137E-08,2.29166666666667E-06,0,35786,0,1,0,0,0,0,0,2.3,129,-2,0,11,2,0.2,0,0.8,0,0,0,0,0,0.3,35296,0,0,0,0,140,64,0,0,35,Burnley,Man Utd,Man City,Liverpool,,0.2,0.4,0.2,12.6
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,Brighton,Arsenal,Bournemouth,,,0,0,0,0
Antonio,Valencia,DEF,MUN,6900000,0,138,4.8,6.95652173913044E-07,2E-05,0,1243208,7,21,0,0,0,3,0,20,4228,4,0,138,-4,0.4,0,2.5,13,0,15,0,1,11.6,1208161,0,0,0,2,2561,4522,0,0,620,Arsenal,Brighton,West Ham,Watford,,6.8,10.8,7.1,118.2
Enner,Valencia,FWD,WHU,5000000,0,0,0,0,0,0,2512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,Man City,Leicester,Man Utd,Everton,,0,0,0,0
Patrick,van Aanholt,DEF,CRY,5100000,5,55,2.2,4.31372549019608E-07,1.07843137254902E-05,0,192722,7,37,0,0,0,2,0,10.8,1286,-4,0,55,4,0.4,0,2,2,0,4,0,0,1.8,99993,0,0,0,1,1921,603,0,0,328,Leicester,Stoke,West Brom,,,1.7,1.8,1.9,87.7
Mike,van der Hoorn,DEF,SWA,4400000,0,71,2.08823529411765,4.74598930481283E-07,1.61363636363636E-05,0,56372,2,23,0,0,0,1,0,16.1,978,-1,0,71,1,0.1,0,0.5,4,0,8,0,0,1,105057,0,0,0,1,1693,1005,0,0,363,Chelsea,Bournemouth,Southampton,Stoke,,2,3.2,2.1,58.6
Virgil,van Dijk,DEF,LIV,5700000,1,65,2.8,4.91228070175439E-07,1.14035087719298E-05,0,381298,0,27,0,0,0,0,0,11.4,5193,2,0,65,-2,0.7,0,3.8,5,0,6,0,0,7.8,681688,0,0,0,1,1983,3803,0,0,418,Stoke,Chelsea,Brighton,,,3.3,2.3,3.4,87.7
Rajiv,van La Parra,MID,HUD,4500000,0,71,2.4,5.33333333333333E-07,1.57777777777778E-05,0,58449,2,35,0,0,0,3,0,15.8,769,-5,0,71,5,0.5,0,2.3,3,0,6,0,0,0.5,77686,0,0,0,1,1997,198,0,1,233,Everton,Man City,Chelsea,Arsenal,,2.8,2.4,2.5,109.8
Jamie,Vardy,FWD,LEI,8900000,0,157,4.8,5.39325842696629E-07,1.76404494382022E-05,0,2502804,3,44,0,0,0,17,0,17.6,15976,4,0,157,-4,0.6,1,5.5,22,0,8,0,2,23.5,3313681,0,0,0,2,2888,15792,0,0,578,Crystal Palace,West Ham,Arsenal,Tottenham,,5.5,12.9,4.7,214.6
Jan,Vertonghen,DEF,TOT,6000000,0,117,3.5,5.83333333333333E-07,1.95E-05,0,668364,4,31,0,0,0,0,0,19.5,1916,0,0,117,0,0.3,0,1.8,10,0,13,0,1,9,688609,0,0,0,0,2939,11584,0,0,699,Watford,West Brom,Newcastle,Leicester,,4.6,6.6,3.5,108.4
Nikola,Vlasic,MID,EVE,5300000,0,14,0.4,7.54716981132075E-08,2.64150943396226E-06,0,2584,0,11,0,0,0,0,0,2.6,0,-2,0,14,2,0.1,0,0.3,0,0,0,0,0,0,2689,0,0,0,0,441,1,0,0,64,Huddersfield,Southampton,West Ham,,,0.2,0.2,0.2,26.5
Sam,Vokes,FWD,BUR,5700000,1,59,1.68571428571429,2.95739348370927E-07,1.03508771929825E-05,0,457814,3,10,0,0,0,4,0,10.4,470,-3,0,59,3,0.4,0,2,7,0,2,0,2,2,344780,0,0,0,1,856,144,0,0,163,Brighton,Arsenal,Bournemouth,,,1.5,0.8,1.4,67.4
Michel,Vorm,GLK,TOT,4800000,0,3,0.0882352941176471,1.83823529411765E-08,6.25E-07,0,9696,0,1,0,4,0,0,0,0.6,6,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,7852,0,0,0,0,90,7,0,0,17,Watford,West Brom,Newcastle,Leicester,,0,0,0,1.9
Molla,Wague,DEF,WAT,4500000,0,19,3.2,7.11111111111111E-07,4.22222222222222E-06,0,4561,0,8,0,0,0,1,0,4.2,16,0,0,19,0,0,0,0,0,0,1,0,0,0,5060,0,0,0,0,438,9,0,0,82,Tottenham,Newcastle,Man Utd,,,0,0,0,14.5
Theo,Walcott,MID,EVE,6800000,8,55,1.57142857142857,2.3109243697479E-07,8.08823529411765E-06,0,588226,2,15,0,0,0,3,0,8.1,3851,-7,0,55,7,0.6,0,3.8,3,0,3,0,2,2.8,598588,0,0,0,1,1095,896,0,0,209,Huddersfield,Southampton,West Ham,,,0.8,1.1,0.8,89.3
Kyle,Walker,DEF,MCI,6600000,0,128,4.3,6.51515151515152E-07,1.93939393939394E-05,0,1209651,2,21,0,0,0,0,0,19.4,5997,1,0,128,-1,0.2,0,1,6,0,14,0,6,13.3,799358,1,0,0,3,2634,3134,0,1,651,West Ham,Huddersfield,Brighton,Southampton,,5.2,11.5,5.2,105.9
Kyle,Walker-Peters,DEF,TOT,4000000,0,7,0.205882352941176,5.14705882352941E-08,1.75E-06,0,140849,0,0,0,0,0,0,0,1.8,303,-5,0,7,5,0,0,0,0,0,1,0,0,0.9,121786,0,0,0,0,98,21,0,0,33,Watford,West Brom,Newcastle,Leicester,,0,0.2,0.1,4.4
Jonathan,Walters,MID,BUR,5100000,0,3,1,1.96078431372549E-07,5.88235294117647E-07,0,30894,0,2,0,0,0,0,0,0.6,6,-4,0,3,4,0,0,0,0,0,0,0,0,0.1,1699,0,0,0,0,36,3,0,0,3,Brighton,Arsenal,Bournemouth,,,0,0,0,1.1
Aaron,Wan-Bissaka,MID,CRY,4500000,0,12,0.342857142857143,7.61904761904762E-08,2.66666666666667E-06,0,493,1,10,0,0,0,0,0,2.7,17,0,0,12,0,0.2,0,1,0,0,1,0,0,0,1017,0,0,0,0,537,8,0,0,91,Leicester,Stoke,West Brom,,,0.2,0.2,0.2,21.9
Victor,Wanyama,MID,TOT,4800000,0,26,0.764705882352941,1.59313725490196E-07,5.41666666666667E-06,0,44693,0,6,0,0,0,1,0,5.4,67,-2,0,26,2,0.3,0,1.3,1,0,1,0,0,0.4,10432,0,0,0,0,543,48,0,0,125,Watford,West Brom,Newcastle,Leicester,,0.4,0.8,0.4,26.1
Danny,Ward,GLK,LIV,4400000,0,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,5,0,0,0,Stoke,Chelsea,Brighton,,,0,0,0,0
Joel,Ward,DEF,CRY,4700000,5,34,0.971428571428571,2.06686930091185E-07,7.23404255319149E-06,0,32066,4,25,0,0,0,0,0,7.2,24,-3,0,34,3,0.3,0,1.5,0,0,3,0,1,0.2,10931,1,0,0,0,1484,104,0,0,252,Leicester,Stoke,West Brom,,,0.5,0.5,0.5,53.8
Stephen,Ward,DEF,BUR,4800000,2,95,3.8,7.91666666666667E-07,1.97916666666667E-05,0,1476526,1,20,0,0,0,1,0,19.8,4524,3,0,95,-3,0.4,0,1.8,9,0,8,0,1,9,1719905,0,0,0,1,2190,3494,0,0,435,Brighton,Arsenal,Bournemouth,,,5,3.2,3.8,75.5
James,Ward-Prowse,MID,SOU,4900000,0,82,3,6.12244897959184E-07,1.6734693877551E-05,0,269057,2,27,0,0,0,3,0,16.7,1239,-6,1,82,6,0.4,0,1.8,8,0,2,0,5,1.8,239344,0,0,0,1,1659,1150,-1,0,361,Bournemouth,Everton,Swansea,Man City,,2.9,5.2,1.7,123.4
Ben,Watson,MID,WAT,4300000,0,12,1.5,3.48837209302326E-07,2.7906976744186E-06,0,16980,1,12,0,0,0,0,0,2.8,9,-2,0,12,2,0,0,0,0,0,0,0,0,0.1,15062,0,0,0,0,455,0,0,0,61,Tottenham,Newcastle,Man Utd,,,0,0,0,13.1
Danny,Welbeck,FWD,ARS,7300000,2,66,2.8,3.83561643835616E-07,9.04109589041096E-06,0,212834,1,19,0,0,0,5,0,9,2910,-2,0,66,2,0.7,0,5.3,6,0,4,0,2,1.3,204678,0,0,0,2,1093,1373,0,0,237,Man Utd,Burnley,Leicester,Huddersfield,,1.5,4.9,1.8,89.1
Nahki,Wells,FWD,BUR,4900000,0,7,0.2,4.08163265306122E-08,1.42857142857143E-06,0,5945,0,2,0,0,0,0,0,1.4,28,-1,0,7,1,0,0,0.2,0,0,0,0,0,0.1,4803,0,0,0,0,35,19,0,0,14,Brighton,Arsenal,Bournemouth,,,0.1,0.1,0.1,4
Ashley,Westwood,MID,BUR,4300000,2,24,0.685714285714286,1.59468438538206E-07,5.58139534883721E-06,0,9593,2,10,0,0,0,0,0,5.6,73,-2,0,24,2,0.5,0,2,0,0,1,0,0,0.1,10107,0,0,0,0,845,69,0,0,139,Brighton,Arsenal,Bournemouth,,,0.3,0.3,0.3,31.3
Glenn,Whelan,MID,STK,4500000,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,1,0,0,0,Liverpool,Crystal Palace,Swansea,,,0,0,0,0
Dean,Whitehead,MID,HUD,4200000,0,3,0.0882352941176471,2.10084033613445E-08,7.14285714285714E-07,0,8836,0,3,0,0,0,0,0,0.7,60,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,8053,0,0,0,0,65,117,0,0,13,Everton,Man City,Chelsea,Arsenal,,0,0,0,0.7
Alfie,Whiteman,GLK,TOT,4000000,0,0,0,0,0,0,3980,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6504,0,0,0,0,0,16,0,0,0,Watford,West Brom,Newcastle,Leicester,,0,0,0,0
Connor,Wickham,FWD,CRY,5400000,0,0,0,0,0,0,2172,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,17,0,0,0,Leicester,Stoke,West Brom,,,0,0,0,0
Georginio,Wijnaldum,MID,LIV,6600000,6,77,2.6,3.93939393939394E-07,1.16666666666667E-05,0,272204,1,22,0,0,0,1,0,11.7,119,-4,0,77,4,0.5,0,3.5,1,0,13,0,2,2.2,56138,0,0,0,0,2111,262,0,0,360,Stoke,Chelsea,Brighton,,,2.4,1.5,2.5,95.9
Ashley,Williams,DEF,EVE,5200000,0,56,2.3,4.42307692307692E-07,1.07692307692308E-05,0,293770,3,31,0,0,0,1,0,10.8,209,-3,0,56,3,0,0,0,3,0,5,0,0,2.1,141770,0,0,0,1,1830,63,0,1,332,Huddersfield,Southampton,West Ham,,,1.4,2.4,1.8,68.9
Danny,Williams,MID,HUD,4800000,0,28,1.4,2.91666666666667E-07,5.83333333333333E-06,0,4014,2,22,0,0,0,0,0,5.8,5,-2,0,28,2,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,1115,2,0,0,134,Everton,Man City,Chelsea,Arsenal,,0,0,0,27
,Willian,MID,CHE,7100000,0,125,3.67647058823529,5.17812758906379E-07,1.76056338028169E-05,0,1768449,1,18,0,0,0,6,0,17.6,13720,1,1,125,-1,0.3,0,2,13,0,9,0,8,14.7,1676869,0,0,0,3,1758,9438,-1,0,496,Swansea,Liverpool,Huddersfield,Newcastle,,3.3,7.8,3.2,214.6
Joseph,Willock,MID,ARS,4500000,0,2,0.0588235294117647,1.30718954248366E-08,4.44444444444444E-07,0,89,0,1,0,0,0,0,0,0.4,5,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0,168,0,0,0,0,67,12,0,0,6,Man Utd,Burnley,Leicester,Huddersfield,,0,0,0,1.3
Jack,Wilshere,MID,ARS,5100000,0,40,1.17647058823529,2.30680507497117E-07,7.84313725490196E-06,0,125726,6,16,0,0,0,1,0,7.8,1231,-4,0,40,4,0.2,0,0.8,2,0,3,0,2,0.7,149918,0,0,0,0,1114,26,0,0,213,Man Utd,Burnley,Leicester,Huddersfield,,0,1.3,0.6,65.6
Callum,Wilson,FWD,BOU,5700000,0,90,3.6,6.31578947368421E-07,1.57894736842105E-05,0,974332,0,31,0,0,0,7,0,15.8,8077,-3,0,90,3,0.3,0,1.8,10,0,5,0,2,5.4,1263616,0,0,0,3,1797,680,0,0,266,Southampton,Swansea,Burnley,,,3.9,4.1,3.5,130.6
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,20146,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15356,0,0,0,0,0,3,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0,0,0,0
Kevin,Wimmer,DEF,STK,4000000,0,19,0.542857142857143,1.35714285714286E-07,4.75E-06,0,58314,5,32,0,0,0,0,0,4.8,103,-5,0,19,5,0,0,0,1,0,1,0,0,0.3,55923,0,0,0,0,1321,81,0,0,196,Liverpool,Crystal Palace,Swansea,,,0.3,0.4,0.3,36.5
Harry,Winks,MID,TOT,4800000,0,31,1.9,3.95833333333333E-07,6.45833333333333E-06,0,30493,0,9,0,0,0,0,0,6.5,15,-2,0,31,2,0,0,0,0,0,4,0,1,0.1,28247,0,0,0,0,768,2,0,0,167,Watford,West Brom,Newcastle,Leicester,,0,0,0,33.1
Chris,Wood,FWD,BUR,6400000,2,93,4.2,6.5625E-07,1.453125E-05,0,327473,1,11,0,0,0,9,0,14.5,6024,-1,-1,93,1,0.8,0,4.8,17,0,8,0,1,3.3,486383,0,0,0,1,1496,2879,1,0,282,Brighton,Arsenal,Bournemouth,,,5.6,3.5,5.4,122.2
Ben,Woodburn,MID,LIV,4200000,0,0,0,0,0,0,34566,0,0,0,0,0,0,0,0,99,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,36064,0,0,0,0,0,158,0,0,0,Stoke,Chelsea,Brighton,,,0,0,0,0
Freddie,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,10082,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.1,15136,0,0,0,0,0,0,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0,0,0,0
Granit,Xhaka,MID,ARS,5100000,5,98,2.9,5.68627450980392E-07,1.92156862745098E-05,0,1094269,8,45,0,0,0,1,0,19.2,1179,-4,0,98,4,0.5,0,2.5,3,0,10,0,7,6.7,954039,0,0,0,1,2899,2048,0,0,539,Man Utd,Burnley,Leicester,Huddersfield,,1.4,4.6,1.8,178.4
Claudio,Yacob,MID,WBA,4300000,0,23,0.657142857142857,1.52823920265781E-07,5.34883720930233E-06,0,32045,5,17,0,0,0,0,0,5.3,38,-2,0,23,2,0.1,0,0.5,0,0,3,0,0,0.2,23529,0,0,0,0,898,13,0,0,124,Newcastle,Tottenham,Crystal Palace,,,0.3,0.3,0.3,23.2
,Yaya Toure,MID,MCI,6000000,4,13,0.382352941176471,6.37254901960784E-08,2.16666666666667E-06,0,80368,1,1,0,0,0,0,0,2.2,33,-5,0,13,5,0.2,0,1.3,0,0,0,0,2,0.8,11792,0,0,0,0,123,90,0,0,74,West Ham,Huddersfield,Brighton,Southampton,,0.2,0.4,0.2,17.4
DeAndre,Yedlin,DEF,NEW,4500000,2,78,2.6,5.77777777777778E-07,1.73333333333333E-05,0,68974,4,35,0,0,0,0,0,17.3,1112,0,-1,78,0,1,0,4.5,5,0,6,0,2,1.6,140551,1,0,0,2,2549,4915,1,0,418,West Brom,Watford,Tottenham,Chelsea,,2.6,4.3,2.7,78.3
Maya,Yoshida,DEF,SOU,4600000,0,74,2.17647058823529,4.73145780051151E-07,1.60869565217391E-05,0,484315,1,29,0,0,0,2,0,16.1,299,-4,0,74,4,0.4,0,2,6,0,6,0,1,1.6,473747,0,0,0,0,1785,1706,0,0,383,Bournemouth,Everton,Swansea,Man City,,1.6,2.7,1.6,78.3
Ashley,Young,MID,MUN,4800000,0,90,3.5,7.29166666666667E-07,1.875E-05,0,561993,6,24,0,0,0,2,0,18.8,1616,-2,0,90,2,0.4,0,1.8,11,0,9,0,5,2,642595,0,0,0,1,2204,1468,0,0,440,Arsenal,Brighton,West Ham,Watford,,4.2,5.2,3.8,117.4
Pablo,Zabaleta,DEF,WHU,4900000,-1,75,2.3,4.69387755102041E-07,1.53061224489796E-05,0,222952,9,57,0,0,0,0,0,15.3,681,-1,0,75,1,0.5,0,2.3,6,0,8,0,0,1.9,142177,0,0,0,0,2929,173,0,0,495,Man City,Leicester,Man Utd,Everton,,1.9,3.5,2,88.2
